processo,assunto,camara,relator,origem,comarca,polo_mp,decisao,unanimidade,dt_publicacao,ementa,tempo,rel_idade,rel_id_municipio_nasc,rel_faculdade_direito,rel_tempo_magistratura,rel_tipo_magistrado,rel_quinto
00005943020168260559,DIREITO PENAL - Crimes contra o Patrimônio - Furto Qualificado,10ª Câmara de Direito Criminal,NELSON FONSECA JÚNIOR,Comarca de São José do Rio Preto / Foro de São José do Rio Preto / 3ª Vara Criminal,SAO JOSE DO RIO PRETO,Passivo,Negaram,Unânime,2019-04-29,"APELAÇÃO CRIMINAL - FURTO QUALIFICADO, SUPRESSÃO DE NUMERAÇÃO DE ARMA DE FOGO E POSSE DE DROGA PARA USO PRÓPRIO - Autoria e materialidade dos delitos demonstradas - Prova suficiente para o decreto condenatório - Penas e regimes prisionais fixados com critério e corretamente - Recursos desprovidos.  (TJSP;  Apelação Criminal 0000594-30.2016.8.26.0559; Relator (a): Nelson Fonseca Junior; Órgão Julgador: 10ª Câmara de Direito Criminal; Foro de São José do Rio Preto - 3ª Vara Criminal; Data do Julgamento: 25/04/2019; Data de Registro: 29/04/2019)",3.323750855578371,58.91854893908282,3550308,Faculdade de Direito da Pontifícia Universidade Católica de São Paulo,32.9719370294319,desembargador,não
15094926820228260228,DIREITO PENAL - Crimes contra o Patrimônio - Roubo Majorado,09ª Câmara de Direito Criminal,ALCIDES MALOSSI JUNIOR,Comarca de São Paulo / Foro Central Criminal Barra Funda / 15ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2023-02-15,"PENAL. PROCESSUAL PENAL. APELAÇÃO. ROUBO MAJORADO. CONDENAÇÃO. RECURSO DA DEFESA.

Recurso pela redosagem penal, com redução da pena aquém do piso pela confissão. Descabimento.

Dosimetria. Fixada a pena-base no patamar legal mínimo, é inviável a redução penal aquém de tal patamar na segunda fase da dosimetria, à conta da atenuante da confissão espontânea ou de qualquer outro fator de mesmo vetor, aqui ainda presente a da menoridade relativa. Súmula nº 231 do C. STJ. Faixas de pena definidas legalmente, não se justificando decisão contra legem. Precedentes. Tema 158 do C. STF.

Negado provimento.  (TJSP;  Apelação Criminal 1509492-68.2022.8.26.0228; Relator (a): Alcides Malossi Junior; Órgão Julgador: 9ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 15ª Vara Criminal; Data do Julgamento: 15/02/2023; Data de Registro: 15/02/2023)",1.1225188227241616,60.64613278576318,3548500,Faculdade Católica de Direito de Santos,,desembargador,sim
00014265120178260681,DIREITO PENAL - Crimes contra o Patrimônio - Furto Qualificado,04ª Câmara de Direito Criminal,IVANA DAVID,Comarca de Louveira / Foro de Louveira / Vara Única,LOUVEIRA,Passivo,Negaram,Unânime,2019-02-15,"APELAÇÃO CRIMINAL. FURTO QUALIFICADO –  ART. 155, § 4º, II, DO CÓDIGO PENAL. Materialidade e autoria delitivas comprovadas. Réu que confessou o crime –  confissão atestada pelas demais provas. Aplicação do principio da insignificância –  impossibilidade –  valor da res que não se afigura irrisório –  conduta que não se afigura de pequena reprovabilidade (furto praticado mediante fraude). Afastamento da pena pecuniária –  inviabilidade –  sanção cumulativa –  forçosa a aplicação –  condições financeiras do recorrente que podem ser alegadas em sede de execução da pena. Sentença mantida.  Recurso desprovido.  (TJSP;  Apelação Criminal 0001426-51.2017.8.26.0681; Relator (a): Ivana David; Órgão Julgador: 4ª Câmara de Direito Criminal; Foro de Louveira - Vara Única; Data do Julgamento: 12/02/2019; Data de Registro: 15/02/2019)",2.1218343600273784,60.48459958932238,3550308,Federação das Faculdades Braz Cubas,33.35523613963039,desembargador,não
00025939320138260374,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,04ª Câmara Criminal Extraordinária,ALEXANDRE ALMEIDA,Comarca de Morro Agudo / Foro de Morro Agudo / Vara Única,MORRO AGUDO,Passivo,Parcialmente,Unânime,2016-03-01,"Tráfico de entorpecentes e porte ilegal de arma –  Prisão em flagrante –  Apreensão de porções de 	maconha e arma de fogo no veículo dos réus –  	Depoimentos dos policiais seguros, coerentes e 	sem desmentidos –  Ausência de motivos para 	duvidar dessas palavras –  Responsabilidade dos 	acusados comprovada –  Desclassificação para o 	art. 28, da Lei nº 11.343/06 –  Impossibilidade –  	Condenação mantida;
Tráfico de entorpecentes –  Réus primários e sem antecedentes –  Ausência de prova de que integrem associação criminosa ou que se dediquem a essas atividades –  Aplicação do art. 33, §4º, da Lei nº 11.343/06 –  Possibilidade; 
Tráfico de entorpecentes –  Conversão da privativa de liberdade em restritiva de direitos –  Impossibilidade –  Art. 44 da Lei nº 11.343/06 –  Regime prisional correto;
Tráfico de entorpecentes –  Apreensão de Veículo –  Utilização do bem para transporte da droga para outro município –  Perdimento –  Possibilidade –  Recursos parcialmente providos para redução das penas e estabelecer o regime aberto para o cumprimento da pena do crime de porte de arma.  (TJSP;  Apelação Criminal 0002593-93.2013.8.26.0374; Relator (a): Alexandre Almeida; Órgão Julgador: 4ª Câmara Criminal Extraordinária; Foro de Morro Agudo - Vara Única; Data do Julgamento: 24/02/2016; Data de Registro: 01/03/2016)",3.162217659137577,58.46680355920602,3509502,Faculdade de Direto da Universidade de São Paulo,33.776865160848736,desembargador,não
15236599020228260228,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,08ª Câmara de Direito Criminal,JUSCELINO BATISTA,Comarca de São Paulo / Foro Central Criminal Barra Funda / 7ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2023-03-24,N/A (TJSP;  Apelação Criminal 1523659-90.2022.8.26.0228; Relator (a): Juscelino Batista; Órgão Julgador: 8ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 7ª Vara Criminal; Data do Julgamento: 24/03/2023; Data de Registro: 24/03/2023),1.2238193018480492,68.95824777549623,3144102,Pontifícia Universidade Católica de São Paulo,37.53319644079398,desembargador,não
00007415320178260581,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Trânsito,08ª Câmara de Direito Criminal,JOSÉ VITOR TEIXEIRA DE FREITAS,Comarca de São Manuel / Foro de São Manuel / 1ª Vara,SAO MANUEL,Passivo,Negaram,Unânime,2022-07-04,N/A (TJSP;  Apelação Criminal 0000741-53.2017.8.26.0581; Relator (a): José Vitor Teixeira de Freitas; Órgão Julgador: 8ª Câmara de Direito Criminal; Foro de São Manuel - 1ª Vara; Data do Julgamento: 04/07/2022; Data de Registro: 04/07/2022),5.503080082135524,,,,,juiz substituto 2º grau,
00004999520188260537,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,14ª Câmara de Direito Criminal,WALTER DA SILVA,Comarca de Diadema / Foro de Diadema / 1ª Vara Criminal,DIADEMA,Passivo,Parcialmente,Unânime,2019-09-18,N/A (TJSP;  Apelação Criminal 0000499-95.2018.8.26.0537; Relator (a): Walter da Silva; Órgão Julgador: 14ª Câmara de Direito Criminal; Foro de Diadema - 1ª Vara Criminal; Data do Julgamento: 12/09/2019; Data de Registro: 18/09/2019),1.7111567419575633,74.40930869267625,3550308,Faculdade de Direito de Guarulhos,40.02737850787132,desembargador,não
00288903720168260050,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,12ª Câmara de Direito Criminal,PAULO ROSSI,Comarca de São Paulo / Foro Central Criminal Barra Funda / 5ª Vara Criminal,SAO PAULO,Passivo,Negaram,Unânime,2017-11-29,"APELAÇÃO CRIMINAL –  Tráfico ilícito de substância entorpecente (artigo 33 da Lei nº 11.343/06) –  Recurso Defensivo –  Alegação de inexistência de provas –  impossibilidade - autoria e materialidade comprovadas.
Desclassificação para o artigo 28 da Lei de Drogas –  inviabilidade –  conduta praticada pelo réu se subsumiu ao delito de tráfico.
Redução das penas –  inviabilidade.
Aplicação do redutor previsto no § 4º do artigo 33 da lei especial - impossibilidade.
Fixação de regime mais brando – inviabilidade.
Recurso em liberdade – prejudicado.

Recurso improvido.  (TJSP;  Apelação Criminal 0028890-37.2016.8.26.0050; Relator (a): Paulo Rossi; Órgão Julgador: 12ª Câmara de Direito Criminal; Foro Central Criminal Barra Funda - 5ª Vara Criminal; Data do Julgamento: 22/11/2017; Data de Registro: 29/11/2017)",1.9110198494182067,72.10677618069815,3548708,Faculdade de Direito Braz Cubas,40.02737850787132,desembargador,não
15006817620218260286,DIREITO PENAL-Crimes contra o Patrimônio-Furto,02ª Câmara de Direito Criminal,LUIZ FERNANDO VAGGIONE,Comarca de Itu / Foro de Itu / 1ª Vara Criminal e de Violência Doméstica e Familiar contra a Mulher,ITU,Passivo,Negaram,Unânime,2023-07-10,"Apelação. Furto praticado durante o período noturno. Prova segura. Autoria e materialidade comprovadas. Condenação mantida. Dosimetria. Réu portador de maus antecedentes e reincidente. Pena-base fixada em 1/6 acima do mínimo legal mantida. Afastamento da causa de aumento do repouso noturno. Impossibilidade. Regime penitenciário inicial semiaberto adequadamente fixado. Recurso improvido, com correção de erro material na dosimetria da pena de multa.  (TJSP;  Apelação Criminal 1500681-76.2021.8.26.0286; Relator (a): Luiz Fernando Vaggione; Órgão Julgador: 2ª Câmara de Direito Criminal; Foro de Itu - 1ª Vara Criminal e de Violência Doméstica e Familiar contra a Mulher; Data do Julgamento: 10/07/2023; Data de Registro: 10/07/2023)",2.518822724161533,66.11909650924025,3550308,Universidade Católica de Campinas,,desembargador,sim
00027425520158260201,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes do Sistema Nacional de Armas,15ª Câmara de Direito Criminal,WILLIAN CAMPOS,Comarca de Garça / Foro de Garça / 2ª. Vara Judicial,GARCA,Passivo,Parcialmente,Unânime,2016-12-05,N/A (TJSP;  Apelação Criminal 0002742-55.2015.8.26.0201; Relator (a): Willian Campos; Órgão Julgador: 15ª Câmara de Direito Criminal; Foro de Garça - 2ª. Vara Judicial; Data do Julgamento: 01/12/2016; Data de Registro: 05/12/2016),1.9274469541409993,74.65571526351813,3118809,Faculdade de Direito da Universidade de São Paulo,41.99041752224504,desembargador,não
00010310420158260334,DIREITO PENAL - Crimes contra o Patrimônio - Furto Qualificado,09ª Câmara de Direito Criminal,FÁTIMA GOMES,Comarca de Macaubal / Foro de Macaubal / Vara Única,MACAUBAL,Passivo,Negaram,Unânime,2020-04-22,APELAÇÃO CRIMINAL –  Furto qualificado (abuso de confiança e concurso de agentes) –  Sentença condenatória –  Defesa postula absolvição por ausência probatória - Materialidade e autoria comprovadas –  Absolvição inviável –  Penas bem dosadas –RECURSO NÃO PROVIDO.  (TJSP;  Apelação Criminal 0001031-04.2015.8.26.0334; Relator (a): Fátima Gomes; Órgão Julgador: 9ª Câmara de Direito Criminal; Foro de Macaubal - Vara Única; Data do Julgamento: 22/04/2020; Data de Registro: 22/04/2020),5.305954825462012,,,,,juiz substituto 2º grau,
00209622220148260562,DIREITO PENAL - Crimes contra o Patrimônio - Roubo Majorado,10ª Câmara de Direito Criminal,NUEVO CAMPOS,Comarca de Santos / Foro de Santos / 3ª Vara Criminal,SANTOS,Passivo,Negaram,Unânime,2016-08-02,APELAÇÃO –  ROUBO AGRAVADO –  CONCURSO DE AGENTES –  AUTORIA E MATERIALIDADE DEMONSTRADAS –  INVIÁVEL A DESCLASSIFICAÇÃO DA IMPUTAÇÃO INICIAL –  DOSIMETRIA ADEQUADA –  REGIME PRISIONAL FECHADO É O COMPATÍVEL COM O CASO EM TELA –  RECURSOS IMPROVIDOS.  (TJSP;  Apelação Criminal 0020962-22.2014.8.26.0562; Relator (a): Nuevo Campos; Órgão Julgador: 10ª Câmara de Direito Criminal; Foro de Santos - 3ª Vara Criminal; Data do Julgamento: 28/07/2016; Data de Registro: 02/08/2016),2.5845311430527036,65.33333333333333,3550308,Faculdade Católica de Santos,40.89253935660506,desembargador,não
15023946720208260530,DIREITO PENAL - Crimes contra a Fé Pública - Falsificação de documento público,14ª Câmara de Direito Criminal,MIGUEL MARQUES E SILVA,Comarca de Santa Rosa de Viterbo / Foro de Santa Rosa de Viterbo / Vara Única,SANTA ROSA DE VITERBO,Passivo,Parcialmente,Unânime,2021-12-16,"APELAÇÃO –  RESISTÊNCIA E DESACATO: 
 –  Autoria e materialidade delitivas comprovadas –  Absolvição –  Impossibilidade –  FALSIFICAÇÃO DE DOCUMENTO PÚBLICO –  Absolvição –  Necessidade - Recurso parcialmente provido.   (TJSP;  Apelação Criminal 1502394-67.2020.8.26.0530; Relator (a): Miguel Marques e Silva; Órgão Julgador: 14ª Câmara de Direito Criminal; Foro de Santa Rosa de Viterbo - Vara Única; Data do Julgamento: 16/12/2021; Data de Registro: 16/12/2021)",1.9575633127994525,74.43942505133471,3542206,Faculdade de Direito da Pontifícia Universidade Católica de São Paulo,37.59069130732375,desembargador,não
00001429220188260286,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,06ª Câmara de Direito Criminal,MENS DE MELLO,Comarca de Itu / Foro de Itu / 2ª Vara Criminal,ITU,Passivo,Negaram,Unânime,2020-07-03,"MATERIALIDADE –  auto de apreensão e laudo toxicológico que restou positivo para a presença do elemento ativo –  comprovação que o material apreendido é droga.
AUTORIA –  depoimento de policiais que indica a apreensão de drogas dispensadas pelo réu e pelo menor –  validade –  depoimento policial só deve ser visto com reservas quando a imputação aos réus visa justificar eventual abuso praticado –  inocorrência no caso em tela.
TRÁFICO –  destinação a terceiros –  quantidade incomum com a figura do usuário –  forma de acondicionamento das drogas, própria para a venda a varejo; visualização do réu e do menor em local conhecido como ponto de tráfico e oferecendo a droga aos transeuntes –  falta de condições econômicas para o réu possuir a droga para seu uso pessoal - de rigor a condenação do réu –  absolvição –  impossibilidade –  desclassificação da conduta para o crime previsto no artigo 28 da Lei de Drogas –  inviável - negado provimento ao apelo.
ASSOCIAÇÃO –  provas de estabilidade e permanência na prática da traficância com o menor –  de rigor a condenação – improvimento ao apelo do réu.
PENA –  base fixada no mínimo legal –  mantença em virtude da ausência de inconformismo ministerial –  natureza dos entorpecentes que possui alto potencial lesivo –  alta reprovabilidade e periculosidade –  cabimento de exasperação que somente não será levada a efeito, pois vedada a reformatio in pejus em recurso exclusivo da defesa –  presente a atenuante da menoridade, contudo, sem reflexos na pena porque no mínimo legal  - Súmula 231 do STJ –  presente a causa de aumento prevista no artigo 40, VI, da Lei de Drogas - exasperação da pena em 1/6 –  inaplicado o redutor em face da dedicação do réu à atividade criminosa –  notícia de que o réu vinha se dedicando à traficância desde a adolescência –  réu que vinha atuando como um dos gerentes do tráfico - elevada quantidade de droga –  profissionalização – dedicação à atividade criminosa –  mantença.
REGIME –  apreensão de considerável quantidade de droga –  natureza dos entorpecentes que possui alto potencial lesivo –  alta reprovabilidade e periculosidade –  réu que vinha se dedicando à traficância desde a adolescência –  o regime deve ser o necessário para dissuadi-los a retornar a delinquir (Beccaria) –  regime fechado –  necessidade.   (TJSP;  Apelação Criminal 0000142-92.2018.8.26.0286; Relator (a): Mens de Mello; Órgão Julgador: 6ª Câmara de Direito Criminal; Foro de Itu - 2ª Vara Criminal e do Júri; Data do Julgamento: 03/07/2020; Data de Registro: 03/07/2020)",2.5023956194387407,61.2539356605065,3550308,Faculdade de Direito do Largo São Francisco da Universidade de São Paulo,33.27310061601643,desembargador,não
00051293520178260084,DIREITO PENAL-Crimes contra o Patrimônio-Receptação,14ª Câmara de Direito Criminal,HERMANN HERSCHANDER,Comarca de Campinas / Foro de Vila Mimosa - Regional de Campi / 1ª Vara,CAMPINAS,Passivo,Punibilidade Extinta,Unânime,2019-07-10,N/A (TJSP;  Apelação Criminal 0005129-35.2017.8.26.0084; Relator (a): Hermann Herschander; Órgão Julgador: 14ª Câmara de Direito Criminal; Foro Regional de Vila Mimosa - 1ª Vara; Data do Julgamento: 04/07/2019; Data de Registro: 10/07/2019),2.518822724161533,64.5968514715948,3550308,Faculdade de Direito da Universidade de São Paulo,,desembargador,sim
00058213520098260627,DIREITO PENAL-Lesão Corporal-Leve,08ª Câmara de Direito Criminal,ELY AMIOKA,Comarca de Teodoro Sampaio / Foro de Teodoro Sampaio / Vara Única,TEODORO SAMPAIO,Passivo,Negaram,Unânime,2017-04-12,"Lesão corporal –  Sentença condenatória, fixando regime inicial semiaberto –  Recurso defensivo, pela substituição da pena privativa de liberdade somente por pena de multa –  Impossibilidade – réu já beneficiado nos mesmos autos com a suspensão condicional do processo –  benefício revogado em razão do não comparecimento do réu, descumprindo as condições anteriormente aceitas –  Materialidade e autoria comprovadas –  Provas francamente incriminadoras para a prática do delito de lesão corporal –  Declarações da vítima merecedoras de credibilidade –  Laudo pericial atestando a ocorrência de lesões corporais graves –  Pena e regime fixados com critério –  Impossibilidade de substituição da pena privativa de liberdade por pena de multa –  crime cometido com violência –  Réu reincidente –  Sentença mantida –  Recurso improvido. Expedição de mandado de prisão.  (TJSP;  Apelação Criminal 0005821-35.2009.8.26.0627; Relator (a): Ely Amioka; Órgão Julgador: 8ª Câmara de Direito Criminal; Foro de Teodoro Sampaio - Vara Única; Data do Julgamento: 06/04/2017; Data de Registro: 12/04/2017)",8.276522929500342,,,,,juiz substituto 2º grau,
30151638220138260302,DIREITO PENAL - Crimes Previstos na Legislação Extravagante - Crimes de Tráfico Ilícito e Uso Indevido de Drogas - Tráfico de Drogas e Condutas Afins,12ª Câmara de Direito Criminal,AMABLE LOPEZ SOTO,Comarca de Jaú / Foro de Jaú / 1ª Vara Criminal,JAU,Passivo,Provido,Unânime,2016-05-24,N/A (TJSP;  Apelação Criminal 3015163-82.2013.8.26.0302; Relator (a): Amable Lopez Soto; Órgão Julgador: 12ª Câmara de Direito Criminal; Foro de Jaú - 1ª Vara Criminal; Data do Julgamento: 11/05/2016; Data de Registro: 24/05/2016),3.3921971252566734,61.64271047227926,3548500,Faculdade de Direito da Universidade de Santos,34.58179329226557,desembargador,não
